Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1738665528,27,,Aggregated,7.000000,0.500000,1200,4900,8200,9900,13000,16000,20000,20000,25000,25000,25000,128,7,1100.0,4491.19639776564,1.3622090000353637,24874.192437000147,393.9375
1738665529,27,,Aggregated,6.400000,0.300000,1100,4200,7200,9600,13000,15000,20000,20000,25000,25000,25000,142,9,1100.0,4257.874492457764,1.3622090000353637,24874.192437000147,386.59154929577466
1738665530,27,,Aggregated,6.800000,0.300000,1000,3400,6300,8600,12000,15000,18000,20000,25000,25000,25000,156,10,970.0,3959.930273903862,1.3622090000353637,24874.192437000147,369.46794871794873
1738665531,27,,Aggregated,7.500000,0.200000,970,3200,5600,8200,12000,14000,18000,20000,25000,25000,25000,163,10,970.0,3828.132756822102,1.3622090000353637,24874.192437000147,356.69325153374234
1738665532,27,,Aggregated,8.700000,0.400000,940,2800,5500,7800,12000,14000,18000,20000,25000,25000,25000,170,10,930.0,3701.975940823544,1.3622090000353637,24874.192437000147,344.97058823529414
1738665533,27,,Aggregated,9.600000,0.500000,970,2800,4500,6500,12000,13000,18000,20000,25000,25000,25000,184,10,940.0,3553.5794352554494,1.3622090000353637,24874.192437000147,338.9945652173913
1738665534,25,,Aggregated,9.900000,0.500000,920,2700,4400,5700,12000,13000,18000,20000,25000,25000,25000,197,10,920.0,3413.1203163096607,1.3622090000353637,24874.192437000147,335.5989847715736
1738665535,25,,Aggregated,10.100000,0.500000,930,2200,4200,5600,11000,13000,17000,20000,25000,25000,25000,209,10,930.0,3320.140888516759,1.3622090000353637,24874.192437000147,355.8468899521531
1738665536,25,,Aggregated,10.900000,0.500000,970,1800,4200,5500,11000,13000,17000,20000,25000,25000,25000,217,10,970.0,3232.4347924377985,1.3622090000353637,24874.192437000147,355.7281105990783
1738665537,25,,Aggregated,10.600000,0.300000,1000,1600,4100,5100,11000,13000,17000,20000,25000,25000,25000,222,10,1000.0,3187.5876905540626,1.3622090000353637,24874.192437000147,350.6711711711712
1738665538,25,,Aggregated,10.700000,0.300000,1000,1700,4200,5100,11000,13000,17000,20000,25000,25000,25000,231,10,1000.0,3201.904252848494,1.3622090000353637,24874.192437000147,341.87445887445887
1738665539,25,,Aggregated,10.900000,0.300000,1100,1800,3800,5000,10000,13000,17000,20000,25000,25000,25000,242,12,1100.0,3126.4319630165364,1.2091210001017316,24874.192437000147,336.8636363636364
1738665540,25,,Aggregated,10.600000,0.300000,1100,1700,3600,4900,10000,13000,17000,20000,25000,25000,25000,248,12,1100.0,3079.157129528233,1.2091210001017316,24874.192437000147,341.96774193548384
1738665541,25,,Aggregated,10.500000,0.400000,1100,1700,3600,4700,10000,13000,16000,20000,25000,25000,25000,254,13,1100.0,3044.787203712606,1.2091210001017316,24874.192437000147,337.16141732283467
1738665542,25,,Aggregated,10.000000,0.300000,1100,2000,3500,4400,9900,13000,16000,20000,25000,25000,25000,264,13,1100.0,2997.9917456515204,1.2091210001017316,24874.192437000147,337.06060606060606
1738665543,25,,Aggregated,9.200000,0.200000,1100,2000,3400,4400,9700,13000,16000,20000,25000,25000,25000,275,14,1100.0,2940.622250149094,1.0538230001202464,24874.192437000147,341.66545454545457
1738665544,26,,Aggregated,9.000000,0.300000,1100,1900,3200,4200,9700,13000,16000,20000,25000,25000,25000,286,14,1100.0,2889.3391499021013,1.0538230001202464,24874.192437000147,338.95104895104896
1738665545,26,,Aggregated,9.200000,0.300000,1100,2000,3100,4200,9600,13000,16000,20000,25000,25000,25000,294,14,1100.0,2864.127425231296,1.0538230001202464,24874.192437000147,338.93197278911566
1738665546,26,,Aggregated,9.200000,0.400000,1100,1900,3000,4200,9500,12000,16000,18000,25000,25000,25000,302,14,1100.0,2822.16280283444,1.0538230001202464,24874.192437000147,337.0860927152318
1738665547,26,,Aggregated,8.900000,0.400000,1100,2000,3000,4000,9500,12000,16000,18000,25000,25000,25000,314,15,1100.0,2791.3351714458654,1.0538230001202464,24874.192437000147,333.28980891719743
1738665548,26,,Aggregated,8.500000,0.400000,1100,1900,2800,3600,8600,12000,16000,18000,25000,25000,25000,323,16,1100.0,2748.6093282476836,1.0538230001202464,24874.192437000147,330.6130030959752
1738665549,26,,Aggregated,8.600000,0.400000,1100,1900,2800,3600,8600,12000,16000,20000,42000,42000,42000,335,16,1100.0,2814.5201884507505,1.0538230001202464,41705.92314600003,329.57611940298506
1738665550,26,,Aggregated,9.100000,0.500000,1100,1900,2700,3600,9500,13000,18000,25000,42000,42000,42000,345,16,1100.0,2937.935511408698,1.0538230001202464,41705.92314600003,325.536231884058
1738665551,26,,Aggregated,9.000000,0.500000,1100,1900,2700,3500,8600,13000,17000,25000,42000,42000,42000,356,16,1100.0,2896.1755895646083,1.0538230001202464,41705.92314600003,328.94943820224717
1738665552,26,,Aggregated,9.200000,0.400000,1100,1900,2700,3400,8200,12000,17000,25000,42000,42000,42000,365,17,1100.0,2857.805268580823,1.0538230001202464,41705.92314600003,328.1123287671233
1738665553,26,,Aggregated,9.800000,0.400000,1100,1900,2700,3300,7800,12000,17000,25000,42000,42000,42000,379,18,1100.0,2803.6741565831135,1.0538230001202464,41705.92314600003,323.2664907651715
1738665554,26,,Aggregated,10.400000,0.300000,1100,1900,2600,3200,7800,12000,18000,25000,42000,42000,42000,391,18,1100.0,2795.6530311508945,1.0538230001202464,41705.92314600003,320.2915601023018
1738665555,26,,Aggregated,10.100000,0.400000,1100,1900,2600,3100,7400,12000,17000,20000,42000,42000,42000,405,18,1100.0,2748.2321285728376,1.0538230001202464,41705.92314600003,323.87654320987656
1738665556,26,,Aggregated,10.300000,0.400000,1100,1800,2500,2800,6500,12000,17000,20000,42000,42000,42000,421,19,1100.0,2684.291928394299,0.9308050000527146,41705.92314600003,321.41805225653206
1738665557,26,,Aggregated,10.500000,0.400000,1100,1700,2400,2800,7200,12000,17000,20000,42000,42000,42000,430,19,1100.0,2672.9251030953496,0.9308050000527146,41705.92314600003,318.346511627907
1738665558,26,,Aggregated,11.200000,0.400000,1100,1700,2300,2800,6300,12000,17000,20000,42000,42000,42000,445,19,1100.0,2620.0773412202248,0.9308050000527146,41705.92314600003,311.64044943820227
1738665559,26,,Aggregated,11.800000,0.500000,1100,1700,2300,2800,6300,12000,16000,20000,42000,42000,42000,460,19,1100.0,2587.17091149348,0.9308050000527146,41705.92314600003,307.63695652173914
1738665560,26,,Aggregated,11.700000,0.400000,1100,1600,2300,2800,5600,12000,16000,20000,42000,42000,42000,471,19,1100.0,2550.8956109235683,0.9308050000527146,41705.92314600003,308.03609341825904
1738665561,26,,Aggregated,12.200000,0.300000,1100,1600,2300,2700,5600,12000,16000,20000,42000,42000,42000,483,19,1100.0,2511.347575447206,0.9308050000527146,41705.92314600003,306.3457556935818
1738665562,26,,Aggregated,12.500000,0.300000,1100,1600,2300,2700,5600,12000,16000,20000,42000,42000,42000,493,19,1100.0,2512.419850628804,0.9308050000527146,41705.92314600003,302.21703853955376
1738665563,26,,Aggregated,12.600000,0.300000,1100,1600,2200,2700,5500,12000,16000,20000,42000,42000,42000,506,20,1100.0,2482.16167009684,0.9308050000527146,41705.92314600003,298.6343873517786
1738665564,25,,Aggregated,12.500000,0.300000,1100,1600,2100,2700,5500,12000,16000,20000,42000,42000,42000,517,20,1100.0,2454.4591888684745,0.9308050000527146,41705.92314600003,296.52998065764024
1738665565,25,,Aggregated,13.000000,0.200000,1100,1600,2100,2600,5100,11000,16000,20000,42000,42000,42000,533,21,1100.0,2410.6720699230796,0.9308050000527146,41705.92314600003,291.093808630394
1738665566,25,,Aggregated,12.800000,0.200000,1100,1600,2000,2600,5100,11000,16000,20000,42000,42000,42000,545,21,1100.0,2405.00840062569,0.9308050000527146,41705.92314600003,287.3119266055046
1738665567,25,,Aggregated,12.600000,0.200000,1100,1600,2000,2600,5000,11000,16000,20000,42000,42000,42000,551,21,1100.0,2393.7758142159737,0.9308050000527146,41705.92314600003,284.96733212341195
1738665568,25,,Aggregated,12.700000,0.300000,1100,1600,2000,2600,5100,12000,16000,20000,42000,42000,42000,559,21,1100.0,2454.6807252844383,0.9308050000527146,42052.172122,283.00178890876566
1738665569,25,,Aggregated,12.400000,0.200000,1100,1600,2000,2600,5000,11000,16000,20000,42000,42000,42000,569,21,1100.0,2435.149357374342,0.9308050000527146,42052.172122,279.2934973637961
1738665570,25,,Aggregated,12.000000,0.200000,1100,1600,2000,2600,5000,11000,16000,20000,42000,42000,42000,575,21,1100.0,2421.6410966191324,0.9308050000527146,42052.172122,277.64521739130436
1738665571,25,,Aggregated,11.500000,0.200000,1100,1600,2000,2600,5000,11000,16000,20000,42000,42000,42000,579,21,1100.0,2414.927523542316,0.9308050000527146,42052.172122,276.2245250431779
1738665572,25,,Aggregated,11.000000,0.200000,1100,1600,2100,2600,5000,11000,16000,20000,42000,42000,42000,588,21,1100.0,2432.672569465988,0.9308050000527146,42052.172122,275.6734693877551
1738665573,25,,Aggregated,10.300000,0.200000,1100,1600,2000,2600,4700,11000,16000,20000,42000,42000,42000,601,22,1100.0,2410.217648224627,0.9308050000527146,42052.172122,272.4908485856905
1738665574,25,,Aggregated,9.600000,0.200000,1100,1600,2000,2600,4700,11000,16000,20000,42000,42000,42000,608,22,1100.0,2395.681282258225,0.9308050000527146,42052.172122,270.1825657894737
1738665575,25,,Aggregated,9.300000,0.200000,1100,1600,2000,2600,4700,11000,16000,20000,42000,42000,42000,618,22,1100.0,2397.4751982944995,0.9308050000527146,42052.172122,268.373786407767
1738665576,25,,Aggregated,9.400000,0.200000,1100,1600,2000,2600,4500,11000,16000,20000,42000,42000,42000,625,22,1100.0,2387.8761705856004,0.9308050000527146,42052.172122,268.7552
1738665577,25,,Aggregated,9.100000,0.200000,1200,1600,2000,2600,4500,11000,16000,20000,60000,60000,60000,636,23,1100.0,2463.0404172028316,0.9308050000527146,60003.55603000003,266.4669811320755
1738665578,25,,Aggregated,8.500000,0.100000,1200,1600,2000,2500,4500,11000,16000,20000,60000,60000,60000,647,24,1200.0,2460.062600358579,0.9308050000527146,60003.55603000003,264.306027820711
1738665579,25,,Aggregated,8.000000,0.100000,1100,1600,2000,2500,4400,11000,16000,20000,60000,60000,60000,664,24,1100.0,2424.068967067772,0.9308050000527146,60003.55603000003,261.2530120481928
1738665580,25,,Aggregated,8.500000,0.200000,1100,1600,2000,2400,4400,11000,16000,20000,60000,60000,60000,677,24,1100.0,2398.0989856573133,0.9308050000527146,60003.55603000003,260.32791728212703
1738665581,25,,Aggregated,8.700000,0.300000,1100,1600,2000,2400,4400,11000,16000,20000,60000,60000,60000,688,24,1100.0,2397.7428672659894,0.9308050000527146,60003.55603000003,258.6598837209302
1738665582,25,,Aggregated,9.400000,0.300000,1100,1600,2000,2400,4400,11000,16000,20000,60000,60000,60000,700,24,1100.0,2377.173316364286,0.9308050000527146,60003.55603000003,256.36285714285714
1738665583,25,,Aggregated,10.200000,0.300000,1100,1600,1900,2300,4200,11000,15000,20000,60000,60000,60000,714,24,1100.0,2347.6115485630253,0.9308050000527146,60003.55603000003,253.1624649859944
1738665585,27,,Aggregated,10.900000,0.300000,1100,1500,1900,2300,4300,11000,16000,25000,60000,60000,60000,725,26,1100.0,2489.9540788882755,0.9308050000527146,60003.55603000003,251.55310344827586
1738665586,27,,Aggregated,11.200000,0.300000,1100,1600,1900,2300,4200,11000,16000,25000,60000,60000,60000,734,26,1100.0,2476.8633513664845,0.9308050000527146,60003.55603000003,251.04359673024524
1738665587,27,,Aggregated,11.300000,0.200000,1100,1500,1900,2300,4200,11000,16000,25000,60000,60000,60000,751,27,1100.0,2441.4095462836217,0.9308050000527146,60003.55603000003,249.6631158455393
1738665588,27,,Aggregated,11.700000,0.400000,1100,1500,1900,2300,4200,11000,16000,25000,60000,60000,60000,756,28,1100.0,2436.239101828043,0.9308050000527146,60003.55603000003,249.08862433862433
1738665589,27,,Aggregated,11.600000,0.400000,1100,1500,1900,2300,4200,11000,16000,25000,60000,60000,60000,770,28,1100.0,2420.2256588727273,0.9308050000527146,60003.55603000003,248.8935064935065
1738665590,27,,Aggregated,12.600000,0.500000,1100,1500,1900,2300,4000,10000,16000,25000,60000,60000,60000,782,28,1100.0,2402.504911259591,0.9308050000527146,60003.55603000003,248.62020460358056
1738665591,27,,Aggregated,12.000000,0.500000,1100,1500,1900,2300,3900,10000,16000,25000,60000,60000,60000,795,29,1100.0,2381.109644998742,0.9308050000527146,60003.55603000003,248.03018867924527
1738665592,27,,Aggregated,12.300000,0.400000,1100,1500,1900,2200,3800,10000,15000,20000,60000,60000,60000,804,29,1100.0,2369.3958723470155,0.9308050000527146,60003.55603000003,246.79601990049753
1738665593,27,,Aggregated,11.800000,0.400000,1100,1500,1900,2200,3800,10000,15000,20000,60000,60000,60000,815,29,1100.0,2350.5557106711653,0.9308050000527146,60003.55603000003,250.21349693251534
1738665594,27,,Aggregated,11.800000,0.500000,1100,1500,1900,2300,3900,10000,16000,26000,60000,60000,60000,829,29,1100.0,2419.1220407647756,0.9308050000527146,60003.55603000003,250.28709288299154
