details_pod,productpage_pod,ratings_pod,reviews_pod,details_vCPU,productpage_vCPU,ratings_vCPU,reviews_vCPU,details_cpu,productpage_cpu,ratings_cpu,reviews_cpu,details_mem_,productpage_mem_,ratings_mem_,reviews_mem_,details_mem,productpage_mem,ratings_mem,reviews_mem,details_res,productpage_res,ratings_res,reviews_res,details_req,productpage_req,ratings_req,reviews_req
1.0,1.0,1.0,1.0,0.11168723333333332,0.3360698779905556,0.12312239999999998,0.07212989999999998,0.05318439682539682,0.142864858974359,0.05862971428571427,0.03434757142857142,60092416.0,82374656.0,91914240.0,44314624.0,0.04974704318576389,0.06819322374131945,0.07609049479166667,0.03668551974826389,0.3651338848709197,0.606422460702279,0.0866561655053841,0.09493426647110441,47.90641740740741,24.12996925925926,50.465324074074076,50.78478407407407
1.0,1.0,1.0,1.0,0.24219216666666674,0.7602171333333333,0.15083503333333337,0.1261914666666667,0.11532960317460321,0.2923912051282051,0.07182620634920636,0.06009117460317461,73007104.0,143642624.0,100265984.0,50597888.0,0.06043836805555555,0.11891343858506945,0.0830044216579861,0.04188707139756945,2.818717152967109,3.3703472957336875,0.044178852097130246,0.09353265534197587,41.353249999999996,49.63768333333333,100.37777777777777,99.6222222222222
2.0,2.0,2.0,1.0,0.1350608333333333,0.7716236536044445,0.17342604215555563,0.1789894333333334,0.06431468253968252,0.30722832051282056,0.08593009523809525,0.08523306349206351,135802880.0,211673088.0,202854400.0,78434304.0,0.1124233669704861,0.17523193359375,0.1679314507378472,0.06493123372395833,0.52911466916808,3.5909536637511774,0.06384728954788446,0.40040164878823997,108.24092888888887,57.96894444444444,115.70192148148146,112.55591666666665
2.0,2.0,2.0,2.0,0.19786020000000004,0.8711167333333335,0.19653113333333333,0.13085515127333333,0.09421914285714286,0.3350448974358975,0.09358625396825399,0.0654476984126984,142999552.0,241831936.0,215035904.0,122351616.0,0.1183810763888889,0.2001987033420139,0.1780158148871528,0.101287841796875,1.4251205023761033,3.785845908975229,0.014924435351882162,0.01540778286081454,130.24444444444444,65.66666666666666,131.77504,131.76073555555556
3.0,2.0,2.0,2.0,0.42069890125444453,1.6697193,0.31676776666666673,0.2496861666666667,0.20984188888888894,0.6421997307692306,0.15084179365079367,0.11889817460317462,211693568.0,289636352.0,225587200.0,125878272.0,0.17524888780381942,0.2397732204861111,0.18675062391493055,0.10420735677083334,1.8429556846162203,3.995686229428848,0.02314907386233708,0.024437461152283006,177.90852777777775,91.75555555555555,192.55555555555554,189.2
3.0,3.0,3.0,2.0,0.42980509999999983,1.403231937971667,0.32418607143666667,0.2530181333333333,0.20466909523809512,0.5432580256410257,0.17155542857142855,0.1204848253968254,216952832.0,390651904.0,315924480.0,127864832.0,0.1796027289496528,0.3233981662326389,0.26153564453125,0.10585191514756945,2.9592466411023315,5.082092627181057,0.013447710026921383,0.017096098901098925,145.39206777777775,101.32619888888888,199.04837999999998,204.10851666666665
4.0,3.0,3.0,2.0,0.5370045339511109,1.7365251124433354,0.5085729999999999,0.25073943333333326,0.2585522698412697,0.6793974230769237,0.24217761904761897,0.11939973015873012,279834624.0,395542528.0,327360512.0,124960768.0,0.231658935546875,0.3274468315972222,0.2710028754340278,0.10344780815972221,1.2751178622438208,3.934408914870052,0.011276057986673868,0.016412777373590398,236.7831985185185,138.61558074074074,247.86666666666662,248.77777777777774
4.0,4.0,4.0,3.0,0.4599363,1.99932668411611,0.4431282460727777,0.23071256725222208,0.21901728571428572,0.7729502820512816,0.2201702063492063,0.11263230158730152,284803072.0,515932160.0,418680832.0,170582016.0,0.23577202690972224,0.4271104600694445,0.3466016981336806,0.14121500651041669,2.0861482273294136,4.967058729669988,0.0121220823672105,0.01707752988864131,247.79139777777775,121.29038888888888,245.0515933333333,250.88814999999997
5.0,4.0,4.0,3.0,0.7211472141872225,2.5414333063294454,0.5514203666666665,0.3627725999999998,0.3631399682539683,0.9809626153846156,0.26258112698412694,0.17274885714285704,348794880.0,532025344.0,437673984.0,173297664.0,0.28874715169270837,0.4404330783420139,0.36232503255208337,0.143463134765625,1.5453760655830955,4.733203201062104,0.010940688575899851,0.013810277398817641,301.35337166666665,153.37777777777777,302.2222222222222,300.17777777777775
5.0,5.0,4.0,3.0,0.6434992,1.933399441386666,0.6296384333333331,0.39078490000000005,0.3064281904761905,0.7458754615384613,0.2998278253968253,0.18608804761904765,352428032.0,649175040.0,448471040.0,173563904.0,0.2917548285590278,0.53741455078125,0.3712632921006944,0.1436835394965278,1.9332765881986924,5.073355087388694,0.011300440374667965,0.014552542372881378,310.71567987106704,155.93719528855775,317.1333333333333,316.3649355380832
6.0,5.0,5.0,3.0,0.806245858405556,2.467668133333333,0.6756040217277779,0.4236799000000001,0.39942426984126994,0.9491031282051281,0.3356386190476191,0.20175233333333337,415846400.0,656756736.0,548036608.0,172818432.0,0.3442552354600694,0.5436909993489583,0.4536878797743056,0.14306640625,1.2288163427672447,4.297498565905974,0.016335624296038832,0.021623698647614202,359.5976094444444,179.46666666666664,349.62611999999996,353.08888888888885
6.0,5.0,5.0,4.0,0.6351123000000002,2.4990182333333335,0.795109966666667,0.3357236049366669,0.3024344285714286,0.9611608589743592,0.37862379365079374,0.16055811111111118,414593024.0,681066496.0,559874048.0,220545024.0,0.3432176378038194,0.5638156467013888,0.4634874131944444,0.18257649739583334,1.2709204010146151,4.32607929767037,0.01184300048820649,0.015115003724558814,368.66370241983867,181.8638949995926,368.8915079428038,369.3848411258138
7.0,6.0,6.0,4.0,0.9821170526694447,3.03384076666667,0.7234277668344444,0.4901881666666671,0.4877897936507938,1.1668618333333345,0.3713673968253968,0.23342293650793672,479895552.0,744796160.0,664502272.0,221106176.0,0.39727783203124994,0.616573757595486,0.5501030815972222,0.1830410427517361,0.6471785450511485,3.8708947586858637,0.014704108435024,0.019618361276016388,410.3595663484831,204.9705332475213,406.6726305176756,406.67596389743386
7.0,6.0,6.0,4.0,0.7535867999999999,3.285803033333334,0.6438490999999996,0.5061585666666663,0.358850857142857,1.2637703974358978,0.3065948095238093,0.2410278888888887,479666176.0,747659264.0,653721600.0,222339072.0,0.3970879448784722,0.6189439561631944,0.5411783854166666,0.18406168619791666,0.0804625910769537,3.37237864896596,0.01253002103632732,0.017256289525691713,453.1767035183219,228.93225858019298,452.55718426991814,450.33228030593244
7.0,7.0,7.0,4.0,0.8887865333333331,3.48562716666667,0.8305996534227779,0.48181490000000016,0.4232316825396824,1.3406258333333343,0.4045284761904763,0.22943566666666676,479367168.0,825487360.0,751833088.0,224034816.0,0.3968404134114583,0.6833733452690972,0.6223992241753472,0.18546549479166666,0.017417074748159553,3.1753580239422026,0.014180525336461837,0.01994122985827995,458.7972423053838,232.91474999999997,453.9187900246891,458.57657629629625
7.0,7.0,7.0,5.0,0.861797766666666,4.004549600000002,0.6851135666666671,0.5992763900188888,0.41037988888888854,1.540211384615385,0.32624455555555576,0.28895392063492054,480944128.0,843042816.0,764981248.0,263585792.0,0.3981458875868055,0.697906494140625,0.6332838270399306,0.2182074652777778,0.021307988719868505,3.5961445381378003,0.012580401411136533,0.015842702503437285,466.8193513025057,234.83269856454012,461.84676111111105,462.1349581942685
7.0,7.0,7.0,5.0,0.8556448333333329,3.7245478000000043,0.9409919333333332,0.5779352666666656,0.40744992063492036,1.4325183846153862,0.4480913968253968,0.27520726984126936,479215616.0,853524480.0,760180736.0,266166272.0,0.3967149522569444,0.7065836588541667,0.6293097601996528,0.22034369574652776,0.0300469554057897,3.315163763093104,0.012118662420248972,0.015116224160819224,468.4664546543826,237.57913656827344,470.7082353173545,469.6235069337052
7.0,7.0,7.0,5.0,0.7995347666666667,3.273680266666668,0.8451249000000001,0.5062349333333334,0.3807308412698413,1.2591077948717955,0.4024404285714286,0.24106425396825398,482664448.0,874209280.0,742473728.0,259526656.0,0.3995700412326389,0.7237074110243056,0.614651150173611,0.2148471408420139,0.7131177069528335,3.7321564716767757,0.011092411406136983,0.014573100163867274,427.5354253246512,216.86666666666662,429.9777777777777,432.4444444444444
8.0,7.0,7.0,5.0,0.856913396649445,3.667515400000002,0.9045106333333338,0.6087422000000002,0.4126833809523812,1.410582846153847,0.43071934920634936,0.28987723809523813,535654400.0,886022144.0,737746944.0,267595776.0,0.4434373643663194,0.7334865993923612,0.6107381184895834,0.221527099609375,0.19423908132857012,3.110090750718391,0.012199974829179748,0.01573354028697569,489.62985284172265,247.8444444444444,492.7531720107548,486.7555555555555
8.0,7.0,7.0,5.0,0.9693703382769535,4.132887118813528,0.9398747875354113,0.7448220629895009,0.4616049229890255,1.5895719687744339,0.4475594226359103,0.3546771728521434,537223168.0,895692800.0,760651776.0,269979648.0,0.44473605685763884,0.7414923773871527,0.62969970703125,0.22350056966145834,0.023957145648449526,2.7793447574532593,0.014408173271084984,0.01937234187452111,522.154077102746,264.0222222222222,523.4395529186943,522.9999999999999
8.0,8.0,8.0,5.0,0.8332036666666665,3.661569500000004,0.8989746055549995,0.6079922333333331,0.39676365079365067,1.408295961538463,0.4513577777777776,0.289520111111111,540049408.0,981303296.0,858910720.0,274227200.0,0.4470757378472222,0.8123643663194444,0.7110426161024306,0.2270168728298611,0.03428866600459823,2.8415286321354642,0.01602230085892833,0.022309931564717788,523.9578018121578,263.53339722222216,521.0778039560463,523.6216033333333
8.0,8.0,8.0,5.0,1.019918933333333,4.310557099999995,0.8348465000000005,0.6936391333333323,0.4856756825396823,1.6579065769230745,0.3975459523809525,0.33030434920634877,542969856.0,998445056.0,880971776.0,274325504.0,0.44949340820312494,0.8265550401475695,0.7293056911892362,0.22709825303819445,0.20415785708128634,2.947399250231803,0.01259594075000295,0.017720815154591278,512.4666666666666,258.26666666666665,514.9821096964477,517.3355981253487
8.0,8.0,8.0,5.0,0.8458662666666668,3.7220571333333305,0.9230108999999997,0.6223368333333336,0.40279346031746033,1.4315604358974348,0.4395289999999999,0.2963508730158731,532836352.0,1021341696.0,855908352.0,268689408.0,0.4411044650607639,0.8455098470052083,0.70855712890625,0.22243245442708334,0.750849894679,3.123887112923806,0.012032238196844234,0.01619985314167181,486.0666666666666,244.17777777777775,486.13681812025925,488.06884571654746
8.0,8.0,8.0,5.0,1.080319166666666,3.369140933333331,1.0331880333333334,0.5233516666666664,0.5144376984126982,1.295823435897435,0.4919943015873016,0.24921507936507922,529944576.0,1041231872.0,842248192.0,261914624.0,0.43871053059895837,0.8619757758246528,0.6972486707899306,0.2168240017361111,0.9498285397057616,3.146479253169208,0.011958088028683755,0.015896008615159024,481.9979956891762,243.8222222222222,483.18039331891225,483.59999999999997
8.0,8.0,8.0,5.0,0.9801047333333326,3.2970673999999938,0.9327320333333324,0.6938717666666666,0.46671653968253934,1.2681028461538437,0.44415811111111075,0.330415126984127,532336640.0,1054035968.0,847007744.0,261890048.0,0.4406907823350694,0.8725755479600694,0.7011888292100694,0.2168036566840278,1.1450939462259477,3.162509914366348,0.011692144072764213,0.01595607044830743,486.55426273646134,245.37777777777774,486.3931455808885,486.2666666666666
8.0,8.0,8.0,5.0,1.1798849000000013,3.567550599999995,0.9520737333333329,0.5527504000000009,0.561849952380953,1.3721348461538438,0.45336844444444424,0.2632144761904765,535060480.0,1080623104.0,838987776.0,262176768.0,0.4429456922743056,0.8945855034722221,0.694549560546875,0.217041015625,1.2647605633802816,3.024103596432403,0.012792452468389868,0.017613201083310527,490.42333060721836,243.91222147165738,491.00906779988384,491.3588857677276
8.0,8.0,8.0,5.0,0.9539078333333333,3.083953033333332,0.8660733666666656,0.607498866666667,0.4542418253968252,1.1861357820512817,0.4124158888888884,0.2892851746031747,536281088.0,1085726720.0,837185536.0,263004160.0,0.4439561631944444,0.8988104926215279,0.693057590060764,0.21772596571180555,1.1704131478698485,2.860837663180403,0.011653280923384527,0.015785614272809362,491.84010677586076,246.68524978706068,491.13333333333327,491.48525966250656
8.0,8.0,8.0,5.0,1.1098795666666665,3.4251412333333286,0.7829619666666675,0.5168854000000006,0.5285140793650793,1.317362012820511,0.3728390317460321,0.246135904761905,536526848.0,1099759616.0,837038080.0,263741440.0,0.4441596137152778,0.9104275173611112,0.6929355197482638,0.21833631727430555,1.0823714403841724,2.633955393349554,0.011045217781653429,0.015321433138472753,489.872003467902,246.59999999999997,487.2680405548888,487.91111111111104
8.0,8.0,8.0,5.0,0.9920492333333324,3.572136133333341,0.8331737333333342,0.6112483999999999,0.4724043968253963,1.3738985128205157,0.3967493968253972,0.29107066666666664,537186304.0,1109356544.0,838606848.0,264249344.0,0.4447055392795139,0.9183722601996529,0.6942342122395834,0.21875678168402776,0.8046574968118051,2.2290867843815416,0.011090724624404559,0.014598488022218678,488.5333333333333,245.59999999999997,487.0401900078017,487.15130111891284
8.0,8.0,8.0,5.0,0.9783723333333346,3.1854260666666665,0.9089886000000017,0.5388938000000005,0.465891587301588,1.2251638717948716,0.43285171428571495,0.2566160952380955,537862144.0,1111740416.0,837873664.0,264404992.0,0.44526502821180564,0.9203457302517362,0.6936272515190972,0.21888563368055555,0.7155218824391137,1.990819386077106,0.011931417308397505,0.015574924318869861,485.28888888888883,242.99999999999997,483.9333333333333,483.99999999999994
8.0,8.0,8.0,5.0,1.1817196666666665,3.4758972000000017,0.8510076333333336,0.688185900000001,0.5627236507936507,1.3368835384615394,0.4052417301587302,0.3277075714285719,538226688.0,1123590144.0,827928576.0,265486336.0,0.4455668131510417,0.9301554361979167,0.685394287109375,0.21978081597222224,0.6000756533700137,1.7315480539746653,0.01280699671492648,0.017970661851413022,483.5333333333333,241.37777777777774,484.5852614797666,485.38194012307264
8.0,8.0,8.0,5.0,1.007012633333333,3.4599775999999953,0.8892586333333335,0.5963522333333335,0.4795298253968252,1.3307606153846137,0.4234564920634921,0.283977253968254,550772736.0,1131016192.0,833036288.0,264757248.0,0.4559529622395833,0.9363030327690973,0.6896226671006944,0.21917724609375,0.6643306334182748,1.6670286072935612,0.011549660763813498,0.015728949291914082,488.778948226178,246.69006081886937,487.575030367671,488.51228304109156
8.0,8.0,8.0,5.0,0.9231316333333315,3.4526342999999984,0.9327476000000006,0.6523653666666671,0.4395864920634912,1.3279362692307686,0.444165523809524,0.3106501746031748,551022592.0,1138315264.0,835842048.0,265547776.0,0.4561598036024305,0.9423455132378472,0.6919453938802083,0.21983167860243058,0.662677664974619,1.539113798393647,0.011259316128765295,0.014838005516956425,491.33333333333326,246.15555555555554,489.1745079908332,489.5745157730225
8.0,8.0,8.0,5.0,1.2133517999999985,3.5095174666666558,0.8798572666666659,0.6435688333333336,0.5777865714285707,1.3498144102564062,0.4189796507936504,0.3064613492063493,552042496.0,1155018752.0,836997120.0,265015296.0,0.4570041232638889,0.9561733669704862,0.692901611328125,0.219390869140625,0.5897830754092496,1.4273799749575171,0.01028542580818486,0.014494964283348432,496.04444444444437,247.95555555555552,497.22660977272045,498.5377208838316
8.0,8.0,8.0,5.0,0.9959410666666652,3.6340303000000023,0.815078233333333,0.6945034333333325,0.47425765079365007,1.3977039615384623,0.38813249206349193,0.3307159206349202,560029696.0,1186529280.0,845053952.0,265400320.0,0.4636162651909722,0.9822591145833333,0.6995713975694444,0.21970960828993058,1.276885652870715,2.0035344047289185,0.011606981486933583,0.015536196909105035,487.95416895051574,245.7555555555555,491.7791838470005,492.0223018127373
8.0,8.0,8.0,5.0,1.134367066666667,3.000754733333334,0.8585155333333336,0.544227433333333,0.5401747936507937,1.1541364358974362,0.40881692063492087,0.2591559206349205,557514752.0,1217159168.0,842055680.0,273473536.0,0.4615342881944445,1.0076158311631944,0.6970893012152777,0.22639295789930555,1.7354238545210148,2.398032682125251,0.011263795910982454,0.015866419100708053,486.04911888875415,243.02222222222218,491.6200307146842,490.9089196035731
8.0,8.0,8.0,5.0,1.0603103689631053,3.689639069426398,1.0009244408892437,0.6223764623537635,0.5049096995062405,1.4190919497793837,0.476630686137735,0.2963697439779826,558747648.0,1230520320.0,844439552.0,273764352.0,0.46255493164062506,1.0186767578125,0.6990627712673612,0.22663370768229166,1.930101045913845,2.5297089652096343,0.01210989549859296,0.016046540623487242,501.0666666666666,248.62222222222218,502.3779187593366,501.18002972971635
8.0,8.0,8.0,5.0,1.013134766666668,3.356940999999993,0.9331672333333352,0.5773164,0.48244512698412756,1.2911311538461512,0.4443653492063501,0.27491257142857134,558010368.0,1278357504.0,846778368.0,273375232.0,0.46194458007812494,1.0582784016927083,0.7009989420572916,0.2263115776909722,2.447583245296905,2.976679183187946,0.013037168412653089,0.017011007218302746,499.1924955585187,252.15555555555554,502.6660646583551,503.21891577598524
8.0,8.0,8.0,5.0,0.9982901053473809,3.8525251033471135,1.081214561941592,0.5891461861581528,0.4753762406416101,1.4817404243642744,0.5148640771150437,0.28054580293245374,558469120.0,1294372864.0,840966144.0,279420928.0,0.4623243543836805,1.0715365939670138,0.6961873372395833,0.23131646050347224,2.5146072572351197,3.0185659685927932,0.012787640648533726,0.017345977420215125,499.9327217249355,250.62374973146356,501.19999999999993,501.3348652873154
8.0,8.0,8.0,5.0,0.9945732666666687,3.60207416666667,0.8126237333333355,0.6033342999999974,0.47360631746031834,1.385413141025642,0.38696368253968355,0.2873020476190463,559104000.0,1303965696.0,836104192.0,284635136.0,0.4628499348958333,1.0794779459635417,0.6921624077690972,0.2356330023871528,2.4981198548609123,3.0454889027542564,0.012878912264995497,0.01757367422253808,495.7535142101637,248.8222222222222,496.0255572593728,497.0255572593728
8.0,8.0,8.0,5.0,1.0472775666666658,2.9487914666666692,0.846975066666668,0.6516276000000005,0.4987036031746027,1.134150564102565,0.40332146031746086,0.3102988571428574,569479168.0,1321824256.0,830701568.0,285724672.0,0.4714389377170139,1.0942620171440973,0.6876898871527778,0.2365349663628472,2.619399255715947,3.127634991285249,0.012473465112042278,0.018046507624866658,481.134549941764,244.37692067530753,488.914366142928,488.2912828674427
8.0,8.0,8.0,5.0,1.0103611666666674,3.79676583333333,1.0009947333333333,0.5213770666666656,0.4811243650793654,1.4602945512820502,0.47666415873015877,0.24827479365079316,575975424.0,1336586240.0,838393856.0,281284608.0,0.4768168131510417,1.1064826117621527,0.694057888454861,0.23285929361979163,2.5409695733167745,3.022921201663569,0.01277291654157812,0.01674695528491421,501.9555555555555,251.37777777777774,499.97980754272504,500.2222222222222
8.0,8.0,8.0,5.0,1.0571849518285155,3.332403840384031,1.0781081774844172,0.5416005933926739,0.5034214056326264,1.2816937847630887,0.513384846421151,0.25790504447270185,576544768.0,1342136320.0,850034688.0,275582976.0,0.4772881401909722,1.1110772026909723,0.7036946614583333,0.22813924153645831,2.4113022224179574,2.9722664464491326,0.012960780295214653,0.0177279009636053,506.1676659031303,252.78358570144505,506.57227444096316,507.62459334073844
8.0,8.0,8.0,5.0,1.0836439000000013,3.7176796333333417,0.9414354000000014,0.5881833333333333,0.5160209047619054,1.429876782051285,0.448302571428572,0.28008730158730155,577224704.0,1356173312.0,852185088.0,275910656.0,0.47785101996527773,1.1226976182725696,0.705474853515625,0.22841050889756945,2.546881759785249,3.0594956552897967,0.012822604226248082,0.016375829977628625,495.0221838270945,248.33333333333331,497.02498394919047,497.71111111111105
8.0,8.0,8.0,5.0,1.1318038333333333,3.401073033333338,0.7875914000000004,0.5345941333333362,0.5389542063492063,1.3081050128205145,0.37504352380952394,0.25456863492063625,573251584.0,1352634368.0,850206720.0,271622144.0,0.4745619032118056,1.1197679307725694,0.7038370768229166,0.22486029730902776,2.5284032277542092,3.0365508901276748,0.011495336951605595,0.015778462612014234,492.6444444444444,247.1333333333333,490.79778775264305,491.7533433081986
8.0,8.0,8.0,5.0,1.0452456666666659,3.3967348000000017,1.0787372000000006,0.7058109666666667,0.49773603174603126,1.3064364615384623,0.5136843809523812,0.3361004603174603,569769984.0,1361620992.0,847073280.0,272003072.0,0.47167968749999994,1.1272074381510417,0.7012430826822916,0.22517564561631942,2.4975152196171524,3.084960833608928,0.012457950641836928,0.018765583060933205,488.7712151922164,244.62506833788916,490.28561947722,488.8218774499737
8.0,8.0,8.0,5.0,1.0602111666666683,3.5826154999999966,0.8626122333333361,0.6227210999999983,0.5048624603174611,1.3779290384615372,0.4107677301587314,0.2965338571428563,570015744.0,1360867328.0,851824640.0,278175744.0,0.47188313802083337,1.1265835232204862,0.7051764594184028,0.23028564453125003,2.533181313513763,3.0805233304455504,0.01192299656295224,0.01568629755922466,488.3298094907627,245.43952894122873,491.9777777777777,492.6172696860842
8.0,8.0,8.0,5.0,1.0519172666666663,3.3040980999999854,0.8463909333333305,0.5993213333333339,0.5009129841269839,1.2708069615384558,0.40304330158730023,0.2853911111111114,571465728.0,1369501696.0,841211904.0,279433216.0,0.47308349609375,1.1337314181857638,0.6963907877604167,0.2313266330295139,2.574951016329694,3.03941701937673,0.012147063570339805,0.01665604484304932,496.1764099373361,249.28888888888886,495.91111111111104,496.1555555555555
8.0,8.0,8.0,5.0,1.1093325999999983,3.466832299999989,0.8745625666666682,0.5360100000000017,0.528253619047618,1.3333970384615341,0.41645836507936584,0.255242857142858,568553472.0,1364426752.0,843685888.0,278384640.0,0.470672607421875,1.1295301649305558,0.6984388563368055,0.23045857747395831,1.955334244279998,2.4065863914688306,0.011544154207618541,0.01544123701780416,486.31042716677536,242.8861603638033,479.8646416164848,479.6861366632596
8.0,8.0,8.0,5.0,1.1221645999999974,3.4888598999999774,0.7764428333333332,0.6202860000000006,0.5343640952380939,1.3418691923076835,0.36973468253968245,0.295374285714286,574550016.0,1375051776.0,851353600.0,277983232.0,0.47563680013020837,1.1383260091145835,0.7047865125868056,0.2301262749565972,1.6994148095635915,2.1844172599951697,0.011788810680132988,0.015720922358303135,486.11622624743745,243.1135035363817,486.42893461555207,486.07232764721095
8.0,8.0,8.0,5.0,1.1375111177784447,2.960334600126675,0.9071165116511646,0.5482385238523827,0.5416719608468785,1.1385902308179519,0.4319602436434118,0.26106596373922986,570408960.0,1377042432.0,845529088.0,278441984.0,0.47220865885416663,1.1399739583333333,0.6999647352430555,0.2305060492621528,1.6249814791736672,2.103897679708826,0.011664543849844089,0.016281134492223202,488.7798490269721,244.68888888888884,487.7556109862278,486.1555555555555
8.0,8.0,8.0,5.0,0.9897239333333308,3.664480133333336,0.9706305999999966,0.5978013666666668,0.4712971111111099,1.409415435897437,0.46220504761904596,0.2846673174603176,572022784.0,1388384256.0,845418496.0,279748608.0,0.47354465060763895,1.1493631998697917,0.6998731825086806,0.23158772786458334,1.508259591024249,2.030301581563488,0.011608989072185445,0.01539209623544279,490.9333333333333,245.2444444444444,492.0013659866364,491.9555555555555
8.0,8.0,8.0,5.0,0.9719520333333302,3.1536991333333297,0.9689457333333318,0.44906756666666375,0.4628343015873001,1.2129612051282035,0.46140273015872935,0.213841698412697,571056128.0,1391427584.0,843476992.0,279719936.0,0.47274441189236105,1.1518825954861112,0.6982659233940972,0.2315639919704861,1.7982587521823028,2.2834047169857223,0.011113255919854254,0.015344450501577005,482.34063207434406,241.09618762989965,486.3132079944293,487.5872484731424
8.0,8.0,8.0,5.0,1.2126380666666685,3.569357133333334,1.0341373999999972,0.594764033333331,0.5774466984126994,1.3728296666666666,0.49244638095237964,0.28322096825396714,566919168.0,1395105792.0,835883008.0,275468288.0,0.46931966145833326,1.1549275716145835,0.6919793023003472,0.22804429796006945,1.927543601329401,2.3598678624165403,0.012313347524545925,0.016234108279104476,498.1100618847653,249.51420281265817,496.5037148432699,496.08871858436373
8.0,8.0,8.0,5.0,1.0712866666666687,3.477357633333342,0.8701793333333351,0.6118065000000001,0.5101365079365088,1.3374452435897468,0.41437111111111197,0.2913364285714286,567197696.0,1394638848.0,836030464.0,276226048.0,0.4695502387152778,1.154541015625,0.6921013726128472,0.2286716037326389,1.8627781384517552,2.32847532865118,0.01254053265879416,0.01741912926391377,493.0848136050189,246.8444444444444,495.06531364038136,494.19999999999993
