adservice_pod,cartservice_pod,checkoutservice_pod,currencyservice_pod,emailservice_pod,paymentservice_pod,productcatalogservice_pod,recommendationservice_pod,shippingservice_pod,adservice_vCPU,cartservice_vCPU,checkoutservice_vCPU,currencyservice_vCPU,emailservice_vCPU,paymentservice_vCPU,productcatalogservice_vCPU,recommendationservice_vCPU,shippingservice_vCPU,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,shippingservice_cpu,adservice_mem_,cartservice_mem_,checkoutservice_mem_,currencyservice_mem_,emailservice_mem_,paymentservice_mem_,productcatalogservice_mem_,recommendationservice_mem_,shippingservice_mem_,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,shippingservice_mem,adservice_res,cartservice_res,checkoutservice_res,currencyservice_res,emailservice_res,paymentservice_res,productcatalogservice_res,recommendationservice_res,shippingservice_res,adservice_req,cartservice_req,checkoutservice_req,currencyservice_req,emailservice_req,paymentservice_req,productcatalogservice_req,recommendationservice_req,shippingservice_req
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05489343333333328,0.013037166666666699,0.011126900000000006,0.009551100000000012,0.01568363333333333,0.00735259999999999,0.010873666666666655,0.015912800000000022,0.013576666666666704,0.023866710144927517,0.005668333333333348,0.0050576818181818205,0.004341409090909096,0.0071289242424242396,0.0033420909090909044,0.0049425757575757515,0.007233090909090918,0.006171212121212137,273432576.0,64933888.0,41791488.0,54120448.0,71802880.0,53878784.0,42020864.0,68997120.0,42156032.0,0.19695288897280966,0.05375501844618055,0.034596761067708336,0.04480319552951389,0.059441460503472224,0.04460313585069445,0.03478664822048611,0.04464096421302578,0.03489854600694445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06340256666666662,0.012900733333333332,0.006091233333333316,0.009793466666666658,0.0137278666666667,0.01016046666666662,0.009638666666666632,0.015887266666666615,0.007806833333333311,0.027566333333333314,0.005609014492753623,0.002768742424242416,0.004451575757575753,0.006239939393939408,0.004618393939393918,0.004381212121212105,0.007221484848484824,0.0035485606060605955,273551360.0,64872448.0,41525248.0,54132736.0,71266304.0,53706752.0,42414080.0,68984832.0,42061824.0,0.19703844882930513,0.053704155815972224,0.03437635633680555,0.04481336805555555,0.058997260199652776,0.04446072048611111,0.03511216905381945,0.044633013907734054,0.034820556640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05397163333333334,0.010641966666666688,0.013290466666666667,0.008607799999999995,0.018452333333333352,0.008519633333333351,0.006669133333333358,0.013162133333333336,0.007823266666666662,0.023465927536231886,0.004626942028985517,0.006041121212121212,0.003912636363636361,0.00838742424242425,0.0038725606060606137,0.0030314242424242534,0.00598278787878788,0.0035560303030303005,274157568.0,67059712.0,41517056.0,54210560.0,71360512.0,53645312.0,42119168.0,69005312.0,41914368.0,0.19747509913141995,0.05551486545138889,0.034369574652777776,0.04487779405381945,0.059075249565972224,0.044409857855902776,0.03486802842881945,0.044646264416553595,0.034698486328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10051873333333318,0.02430773333333338,0.011116933333333337,0.016787133333333298,0.014693866666666604,0.010214266666666678,0.02466419999999996,0.018520466666666735,0.009816966666666656,0.04370379710144922,0.010568579710144948,0.005053151515151517,0.007630515151515135,0.0066790303030302735,0.004642848484848489,0.01121099999999998,0.00841839393939397,0.004462257575757571,279089152.0,66064384.0,46481408.0,54906880.0,71856128.0,54124544.0,43204608.0,69967872.0,43094016.0,0.20102730834592145,0.05469089084201389,0.03847927517361111,0.04545423719618055,0.059485541449652776,0.044806586371527776,0.0357666015625,0.04526903833107191,0.035675048828125,0.004115179862114978,0.0021351762645062406,0.08,0.0004055745808317718,0.001716666666666666,0.001754202230716866,5.96903782371875e-05,0.0036467776071181747,0.00037689045537275156,3.5416800000000004,6.159468148148148,0.1952561111111111,16.585023333333332,0.2138838888888889,0.2730316666666667,38.93817907407407,4.797482962962963,1.5840033333333334
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07824399999999987,0.06997826666666664,0.03678623333333336,0.07478506666666665,0.01755233333333332,0.010258233333333304,0.09421686666666668,0.051354033333333264,0.01872073333333333,0.03401913043478256,0.03042533333333332,0.016721015151515167,0.03399321212121211,0.007978333333333327,0.004662833333333319,0.04282584848484849,0.02334274242424239,0.00850942424242424,291745792.0,67059712.0,45875200.0,59457536.0,72265728.0,54562816.0,44322816.0,70975488.0,43712512.0,0.21014385857250756,0.05551486545138889,0.03797743055555555,0.04922146267361111,0.059824625651041664,0.04516940646701389,0.036692301432291664,0.04592096336499322,0.036187065972222224,0.004146378269617706,0.0159817574212272,0.1226923076923077,0.0022160158354755785,0.0016425925925925926,0.0011914285714285714,0.0005703463924431322,0.008335238683473389,0.00022351485148514852,26.066666666666663,43.17777777777777,1.3777777777777775,127.51111111111109,1.3555555555555554,1.3555555555555554,264.99999999999994,33.64444444444444,10.6
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11542226666666645,0.04718793333333326,0.08753983333333336,0.11610293333333341,0.023774833333333235,0.0077020999999999635,0.22384666666666664,0.10173720000000006,0.04102113333333328,0.05018359420289846,0.020516492753623158,0.039790833333333345,0.05277406060606064,0.010806742424242378,0.0035009545454545285,0.10174848484848482,0.04624418181818184,0.01864596969696967,319119360.0,69853184.0,48140288.0,66539520.0,71991296.0,54722560.0,44240896.0,72241152.0,44265472.0,0.22986097998489427,0.05782741970486111,0.03985256618923611,0.055084228515625,0.05959743923611111,0.04530164930555555,0.03662448459201389,0.046739844810040704,0.036644829644097224,0.0013933823529411766,0.010984462399005593,0.17886568209742734,0.0004296012849584276,0.0019458333333333335,0.0013468085106382985,0.002473032449142614,0.012822387425658452,0.00022263279445727487,42.199999999999996,72.02222222222221,2.1333333333333333,233.66666666666663,2.1777777777777776,2.155555555555555,415.7555555555555,52.444444444444436,19.53333333333333
1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1551343666666663,0.08944856666666656,0.0882123,0.12534633333333325,0.016440166666666655,0.007766699999999993,0.15018956666666672,0.09006013333333343,0.027378066666666593,0.06744972463768101,0.03889068115942025,0.04009649999999999,0.05697560606060602,0.007472803030303024,0.0035303181818181783,0.06826798484848487,0.04093642424242428,0.012444575757575724,137633792.0,69046272.0,50196480.0,72429568.0,73146368.0,56004608.0,91279360.0,73629696.0,44900352.0,0.09913732061933535,0.057159423828125,0.041554768880208336,0.059960259331597224,0.060553656684027776,0.046362982855902776,0.0755649142795139,0.04763822930800543,0.03717041015625,0.004413685522280745,0.019747595078299773,0.175171875,0.0004017056795499909,0.0017642857142857132,0.0011365671641791043,0.0003399094909831807,0.01612039020657996,0.0002860706860706861,26.111111111111107,80.13333333333333,2.9333333333333327,247.35555555555553,2.9333333333333327,2.9777777777777774,422.9996911111111,58.08888888888888,21.73333333333333
1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.21468729999999994,0.15382566666666667,0.13775976666666664,0.19602910000000004,0.023465966666666678,0.012649333333333304,0.3280862666666668,0.11791656666666672,0.01566919999999996,0.09334230434782607,0.06688072463768116,0.06261807575757575,0.08910413636363637,0.010666348484848489,0.005749696969696957,0.14913012121212127,0.05359843939393942,0.007122363636363618,285786112.0,70500352.0,53301248.0,78278656.0,73551872.0,58028032.0,92950528.0,74907648.0,45760512.0,0.20585111404833836,0.05836317274305555,0.04412502712673611,0.06480238172743055,0.060889350043402776,0.04803805881076389,0.07694837782118055,0.04846506105834464,0.037882486979166664,0.01620561630218688,0.011162593516209482,0.17448630136986304,0.0004214029947916665,0.002450657894736842,0.0011746835443037975,0.0005309376955394652,0.022128463128876643,0.00033826714801444045,49.26666666666666,89.68888888888888,3.4666666666666663,268.13333333333327,3.4888888888888885,3.3999999999999995,497.3555555555555,64.62222222222222,24.977777777777774
1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.14476440000000015,0.1396845333333334,0.12271986666666664,0.24710409999999997,0.022783866666666697,0.013532466666666684,0.3340320333333332,0.19524990000000006,0.03732209999999997,0.06294104347826095,0.06073240579710148,0.055781757575757554,0.11232004545454544,0.010356303030303044,0.00615112121212122,0.15183274242424238,0.08874995454545456,0.016964590909090898,320471040.0,70746112.0,53100544.0,81969152.0,73818112.0,58494976.0,93724672.0,75558912.0,45559808.0,0.23083459214501512,0.05856662326388889,0.04395887586805555,0.06785753038194445,0.06110975477430555,0.048424614800347224,0.07758924696180555,0.04888642723880597,0.03771633572048611,0.001410748702742774,0.0018375110521662273,0.1931388888888889,0.0002996606334841625,0.0024647887323943646,0.0011750000000000003,0.0003203546375681994,0.006232333533293343,0.0003081967213114753,60.06666666666666,101.57777777777777,3.1777777777777776,314.0444444444444,3.333333333333333,3.1999999999999997,573.4,73.93333333333332,26.999114133131865
1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.012596299999999871,0.1698988,0.11554760000000001,0.2090473333333333,0.015707533333333263,0.01568433333333334,0.46342016666666663,0.13713333333333325,0.0422585333333334,0.0054766521739129876,0.07386904347826087,0.05252163636363637,0.09502151515151513,0.007139787878787846,0.007129242424242426,0.21064553030303032,0.06233333333333329,0.019208424242424273,37761024.0,71045120.0,52232192.0,80281600.0,73093120.0,59105280.0,93343744.0,75628544.0,46231552.0,0.02719918334592145,0.058814154730902776,0.04324001736111111,0.06646050347222222,0.060509575737847224,0.048929850260416664,0.0772738986545139,0.0489314789687924,0.03827243381076389,0.010003333333333336,0.028312758201701094,0.2151607142857143,0.0007524835692618808,0.0040429411764705886,0.0013052325581395336,0.0009399436760302298,0.02769207182320442,0.00022348703170028814,8.044444444444444,110.73333333333332,3.7777777777777772,346.51111111111106,3.9333333333333327,3.7777777777777772,630.711111111111,80.64444444444445,31.199999999999996
1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.21834190000000006,0.14336186666666678,0.16166610000000006,0.14598070000000002,0.02249220000000006,0.0154583,0.27819013333333376,0.15052479999999993,0.036916766666666705,0.09493126086956526,0.06233124637681165,0.07348459090909093,0.06635486363636364,0.0102237272727273,0.007026499999999999,0.1264500606060608,0.0684203636363636,0.016780348484848502,297357312.0,71393280.0,53149696.0,154759168.0,73330688.0,59842560.0,140972032.0,75907072.0,46313472.0,0.21418582420694865,0.059102376302083336,0.043999565972222224,0.1281161838107639,0.060706244574652776,0.049540201822916664,0.1167026095920139,0.04911168588873813,0.038340250651041664,0.021161538461538464,0.024630842607313196,0.2022070707070707,0.0007980233924192169,0.0022317708333333334,0.0021161458333333336,0.0004339523608289436,0.014583742658836094,0.00033604651162790703,64.37777777777777,113.57777777777777,4.244444444444444,348.39023777777777,4.222222222222221,4.244444444444444,626.9600055555555,83.46666666666665,31.666666666666664
1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.10422680000000023,0.1539972000000001,0.16031876666666656,0.23745223333333348,0.02631536666666676,0.015789199999999916,0.4424721333333337,0.20977316666666657,0.03747023333333329,0.045316000000000106,0.06695530434782614,0.07287216666666663,0.1079328333333334,0.011961530303030345,0.007176909090909052,0.2011236969696971,0.09535143939393934,0.01703192424242422,331497472.0,70959104.0,54128640.0,165208064.0,73994240.0,59379712.0,142131200.0,76017664.0,46952448.0,0.23877690709969787,0.05874294704861111,0.044809977213541664,0.13676622178819445,0.061255560980902776,0.049157036675347224,0.11766221788194445,0.04918323863636364,0.038869222005208336,0.0018773127753303983,0.026051856017997754,0.19398809523809524,0.0006749434860202256,0.0019802325581395343,0.0024244047619047643,0.0005801627997928001,0.026932462686567158,0.00031441256830601095,70.73333333333333,120.86666666666665,3.7777777777777772,374.62222222222215,3.8,3.733333333333333,692.0666666666666,89.1111111111111,32.4
1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.12618150000000034,0.16582743333333336,0.1595299000000002,0.2610317333333335,0.014152566666666644,0.015234,0.47509363333333365,0.1561824333333334,0.03129206666666669,0.054861521739130586,0.07209888405797103,0.07251359090909099,0.11865078787878797,0.006432984848484837,0.006924545454545454,0.21595165151515167,0.07099201515151518,0.014223666666666674,236941312.0,71266304.0,52965376.0,166060032.0,75284480.0,60026880.0,143798272.0,76058624.0,46800896.0,0.17066831098942598,0.058997260199652776,0.043846978081597224,0.13747151692708334,0.062323676215277776,0.049692789713541664,0.11904229058159722,0.049209739654002715,0.03874376085069445,0.0,0.0019756962767516653,0.2227701612903226,0.0004377178110577387,0.002319758064516128,0.0012699152542372874,0.00042482853403009866,0.015225695012264917,0.00034283439490445845,0.2444444444444444,151.0,5.311111111111111,475.5777777777777,5.355555555555554,5.288888888888888,842.1459813790191,107.88888888888887,41.68888888888888
1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.2205600000000004,0.1692422666666663,0.11662783333333332,0.22407710000000036,0.010274333333333274,0.01300323333333336,0.5560185000000003,0.11687329999999983,0.0392146333333334,0.09589565217391323,0.0735835942028984,0.053012651515151506,0.10185322727272741,0.004670151515151488,0.005910560606060618,0.25273568181818196,0.05312422727272719,0.017824833333333363,323096576.0,71708672.0,53751808.0,165076992.0,75964416.0,58826752.0,138420224.0,149700608.0,46612480.0,0.23272576000755288,0.059363471137152776,0.04449801974826389,0.13665771484375,0.06288655598958333,0.048699273003472224,0.1145901150173611,0.09685591926729986,0.03858778211805555,0.00496785909339159,0.02700120520139552,0.2694345794392523,0.0008118208591449174,0.002256249999999996,0.0011831730769230786,0.00047340732770825096,0.0219902805724169,0.0002758027522935783,82.9111111111111,138.73333333333332,4.755555555555555,426.9777777777777,4.7333333333333325,4.688888888888888,789.0051599999999,99.07182666666665,37.199999999999996
1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0888497000000001,0.09551940000000012,0.02301649999999995,0.10727249999999997,0.02361516666666669,0.011682099999999924,0.19779363333333322,0.04760029999999983,0.01661566666666682,0.03863030434782613,0.04153017391304353,0.01046204545454543,0.04876022727272725,0.010734166666666677,0.00531004545454542,0.0899061969696969,0.021636499999999923,0.0075525757575758265,348246016.0,63471616.0,52224000.0,177258496.0,79159296.0,59764736.0,139378688.0,155394048.0,47181824.0,0.2508408468655589,0.052544487847222224,0.043233235677083336,0.14674207899305558,0.06553141276041667,0.049475775824652776,0.1153835720486111,0.10053956071913162,0.03905910915798611,0.010559073107049606,0.038412109115103135,0.12673490280103206,0.0008236910781275494,0.002026744186046524,0.0014136363636363637,0.0007182738262580833,0.011952652519893928,0.00024710526315789496,22.82222222222222,74.22222222222221,4.387822962962963,292.6222222222222,1.9555555555555553,2.1999999999999997,496.5777777777777,55.977777777777774,18.93333333333333
1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.033666533333333366,0.2132937000000003,0.18022039999999984,0.23796653333333306,0.011785799999999942,0.019619499999999946,0.43492613333333363,0.24700253333333347,0.030273433333333342,0.014637623188405812,0.09273639130434796,0.08191836363636357,0.10816660606060592,0.005357181818181791,0.00891795454545452,0.19769369696969707,0.11227387878787884,0.013760651515151517,81289216.0,69726208.0,56242176.0,193024000.0,79167488.0,59924480.0,141565952.0,154468352.0,47570944.0,0.05855244524169184,0.05772230360243055,0.046559651692708336,0.1597934299045139,0.06553819444444445,0.04960801866319445,0.11719428168402776,0.09994063772048847,0.03938123914930555,0.0,0.01874737685805887,0.2927887931034483,0.0006988238050609183,0.002558260869565212,0.0012146825396825395,0.0006579850631745867,0.011412394195888756,0.000335493827160494,0.0,153.73333333333332,5.177777777777777,478.4888888888888,5.155555555555555,5.355555555555555,868.9999999999999,110.55555555555554,43.666666666666664
1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.26202893333333366,0.21000633333333335,0.17454763333333337,0.2902446666666667,0.024805900000000016,0.015121166666666614,0.6504571000000001,0.18368146666666652,0.05152833333333315,0.11392562318840598,0.09130710144927538,0.07933983333333335,0.13192939393939396,0.011275409090909098,0.006873257575757552,0.2956623181818182,0.0834915757575757,0.02342196969696961,308625408.0,70766592.0,59330560.0,208752640.0,79708160.0,60510208.0,146903040.0,153042944.0,47984640.0,0.2223022092145015,0.058583577473958336,0.04911634657118055,0.1728142632378472,0.06598578559027778,0.05009290907118055,0.121612548828125,0.09901840230664857,0.039723714192708336,0.02848854433623782,0.02202401585952987,0.303703007518797,0.0006491605357479723,0.002950381679389313,0.0012324999999999997,0.0008355930470347649,0.018984130781499194,0.0005198233562316003,86.78062999999999,154.86666666666665,6.044444444444444,466.8444444444444,6.0,6.066666666666666,867.5999999999999,111.46666666666665,43.99999999999999
1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,0.1195918000000006,0.20760473333333304,0.0481725666666667,0.35248329999999983,0.014242100000000117,0.01701543333333338,0.39832323333333386,0.22486379999999995,0.06365109999999988,0.051996434782608965,0.09026292753623176,0.021896621212121225,0.16021968181818175,0.006473681818181871,0.0077342878787879,0.18105601515151534,0.10221081818181815,0.028932318181818125,39899136.0,74809344.0,102817792.0,184741888.0,79958016.0,62959616.0,194568192.0,153305088.0,46682112.0,0.02873926076283988,0.061930338541666664,0.0851169162326389,0.15293714735243055,0.066192626953125,0.05212063259548611,0.16107177734375,0.09918800881953867,0.038645426432291664,0.010936930232558139,0.01797718270571828,0.20303668033348443,0.0008452237749867328,0.0023370833333333316,0.0012614503816793892,0.0005560752943579247,0.016568898404048255,0.00038296370967741953,31.066666666666663,156.98205555555555,5.410762777777777,496.92215388888883,5.321873888888889,5.4329849999999995,879.5067794444443,113.48888888888888,43.27094444444444
